date,adjusted,normalized,investment_value
2019-09-26,2977.6201171875,144.67108093614206,144671.08093614207
2019-09-27,2961.7900390625,143.90195847474143,143901.95847474143
2019-09-30,2976.739990234375,144.62831896092075,144628.31896092076
2019-10-01,2940.25,142.85541102680102,142855.411026801
2019-10-02,2887.610107421875,140.29784160561073,140297.84160561074
2019-10-03,2910.6298828125,141.41628373644056,141416.28373644056
2019-10-04,2952.010009765625,143.42678455923792,143426.78455923792
2019-10-07,2938.7900390625,142.78447715389578,142784.47715389577
2019-10-08,2893.06005859375,140.56263372013646,140562.63372013645
2019-10-09,2919.39990234375,141.84238517164158,141842.3851716416
2019-10-10,2938.1298828125,142.7524027070169,142752.4027070169
2019-10-11,2970.27001953125,144.31396803017464,144313.96803017464
2019-10-14,2966.14990234375,144.11378742162134,144113.78742162135
2019-10-15,2995.679931640625,145.5485376887206,145548.5376887206
2019-10-16,2989.68994140625,145.25750715833092,145257.50715833093
2019-10-17,2997.949951171875,145.65882918542175,145658.82918542175
2019-10-18,2986.199951171875,145.08794198890277,145087.94198890278
2019-10-21,3006.719970703125,146.08493062062274,146084.93062062273
2019-10-22,2995.989990234375,145.5636022403242,145563.6022403242
2019-10-23,3004.52001953125,145.97804347534696,145978.04347534696
2019-10-24,3010.2900390625,146.25838647739423,146258.38647739423
2019-10-25,3022.550048828125,146.8540530820234,146854.0530820234
2019-10-28,3039.419921875,147.67369516962862,147673.69516962863
2019-10-29,3036.889892578125,147.5507708009134,147550.7708009134
2019-10-30,3046.77001953125,148.03080807559604,148030.80807559605
2019-10-31,3037.56005859375,147.58333158371022,147583.3315837102
2019-11-01,3066.909912109375,149.00932780428704,149009.32780428705
2019-11-04,3078.27001953125,149.56127162371075,149561.27162371075
2019-11-05,3074.6201171875,149.38393694144764,149383.93694144764
2019-11-06,3076.780029296875,149.48887874305177,149488.87874305178
2019-11-07,3085.179931640625,149.8969976111417,149896.9976111417
2019-11-08,3093.080078125,150.28083526889097,150280.83526889098
2019-11-11,3087.010009765625,149.98591405115803,149985.91405115803
