date,momentum_index,investment_value
2015-01-02,100.0,100000.0
2015-01-05,98.51749067551164,98517.49067551164
2015-01-06,97.01011854815053,97010.11854815052
2015-01-07,97.26585209897284,97265.85209897284
2015-01-08,99.00318426921693,99003.18426921693
2015-01-09,97.4310255787824,97431.0255787824
2015-01-12,96.57905425319365,96579.05425319365
2015-01-13,96.1961355370648,96196.13553706481
2015-01-14,95.6542279921315,95654.22799213149
2015-01-15,93.6355071183062,93635.5071183062
2015-01-16,94.6511786639569,94651.1786639569
2015-01-20,95.52677411998886,95526.77411998886
2015-01-21,96.46501404779913,96465.01404779914
2015-01-22,98.18862031666507,98188.62031666507
2015-01-23,98.39381955453709,98393.81955453708
2015-01-26,98.36179344422834,98361.79344422834
2015-01-27,97.18085914496655,97180.85914496654
2015-01-28,96.17542886112716,96175.42886112716
2015-01-29,96.65383025021437,96653.83025021436
2015-01-30,95.68639515790268,95686.39515790268
2015-02-02,96.58914996980616,96589.14996980615
2015-02-03,99.06010048748351,99060.1004874835
2015-02-04,98.84028970779136,98840.28970779135
2015-02-05,100.26697207934963,100266.97207934962
2015-02-06,97.7183143595846,97718.31435958459
2015-02-09,97.36809454055458,97368.09454055458
2015-02-10,98.45910492367076,98459.10492367076
2015-02-11,98.75114537215758,98751.14537215758
2015-02-12,101.32948604130416,101329.48604130416
2015-02-13,103.11767451881211,103117.67451881211
2015-02-17,103.19290172961391,103192.9017296139
2015-02-18,103.02472466674301,103024.72466674302
2015-02-19,105.77834141384466,105778.34141384465
2015-02-20,108.35435070629187,108354.35070629187
2015-02-23,107.57414406633117,107574.14406633117
2015-02-24,108.0129699981183,108012.9699981183
2015-02-25,109.18661145996506,109186.61145996506
2015-02-26,107.90490442703167,107904.90442703167
2015-02-27,106.9775492081481,106977.5492081481
2015-03-02,108.30318624239574,108303.18624239574
2015-03-03,107.67472800637378,107674.72800637379
2015-03-04,106.08876396431421,106088.76396431422
2015-03-05,106.67278356044191,106672.78356044191
2015-03-06,105.77319222031858,105773.19222031858
2015-03-09,105.99436614607,105994.36614607001
2015-03-10,103.94395399257648,103943.95399257648
2015-03-11,103.7547662432357,103754.76624323569
2015-03-12,105.03521007455439,105035.21007455439
2015-03-13,104.19585577820791,104195.85577820792
2015-03-16,104.92537111197542,104925.37111197543
2015-03-17,104.67841508163099,104678.41508163098
2015-03-18,107.06198865538343,107061.98865538344
2015-03-19,107.19714069836105,107197.14069836105
2015-03-20,109.33196791887706,109331.96791887705
2015-03-23,109.39195878905011,109391.95878905011
2015-03-24,108.9562004587944,108956.2004587944
2015-03-25,106.68421990216335,106684.21990216334
2015-03-26,106.23203221575663,106232.03221575663
2015-03-27,106.68052615948152,106680.52615948151
2015-03-30,107.93106297030215,107931.06297030216
2015-03-31,107.51335087389573,107513.35087389573
2015-04-01,107.15828972171441,107158.2897217144
2015-04-02,108.24606157774055,108246.06157774055
2015-04-06,109.44726184032088,109447.26184032088
2015-04-07,109.11771317534541,109117.71317534542
2015-04-08,110.0933621250634,110093.36212506339
2015-04-09,109.61216440089947,109612.16440089948
2015-04-10,110.36954955744108,110369.54955744107
2015-04-13,110.01340587420954,110013.40587420954
2015-04-14,110.13440021270348,110134.40021270348
2015-04-15,110.48252793639652,110482.52793639652
2015-04-16,110.54025512092119,110540.25512092118
2015-04-17,108.27984159068411,108279.84159068411
2015-04-20,109.27410994805724,109274.10994805724
2015-04-21,109.99107569175976,109991.07569175976
2015-04-22,111.58886233460179,111588.86233460178
2015-04-23,112.2558848607776,112255.8848607776
2015-04-24,112.34693799515955,112346.93799515955
2015-04-27,112.72352941694972,112723.52941694972
2015-04-28,112.06090259555961,112060.90259555962
2015-04-29,112.26870211012545,112268.70211012545
2015-04-30,111.21663037127554,111216.63037127555
2015-05-01,112.03717577018459,112037.17577018459
2015-05-04,112.8775154753086,112877.5154753086
2015-05-05,111.7150489664232,111715.0489664232
2015-05-06,111.96984829651888,111969.84829651887
2015-05-07,112.69674392471913,112696.74392471914
2015-05-08,113.23665418790017,113236.65418790017
2015-05-11,112.63951677490658,112639.51677490659
2015-05-12,112.92315015160597,112923.15015160597
2015-05-13,112.94519821851763,112945.19821851763
2015-05-14,114.53017360485251,114530.1736048525
2015-05-15,113.99636958114718,113996.36958114718
2015-05-18,114.9385519630938,114938.5519630938
2015-05-19,115.35658152114341,115356.58152114341
2015-05-20,115.43216694568976,115432.16694568977
2015-05-21,116.2772514719159,116277.25147191591
2015-05-22,118.92191655728539,118921.91655728538
2015-05-26,117.32308003466387,117323.08003466387
2015-05-27,116.11864405115546,116118.64405115545
2015-05-28,114.8455887971083,114845.5887971083
2015-05-29,113.6484382808597,113648.4382808597
2015-06-01,114.16073459381731,114160.73459381731
2015-06-02,114.36128533876723,114361.28533876724
2015-06-03,114.60482646662027,114604.82646662027
2015-06-04,113.84250808603029,113842.5080860303
2015-06-05,114.33455856518788,114334.55856518788
2015-06-08,113.07904179104366,113079.04179104367
2015-06-09,113.17643439366833,113176.43439366833
