,date,momentum_index
915,2018-08-08,216.82692466745905
916,2018-08-09,218.58499634616035
917,2018-08-10,218.6805881202257
918,2018-08-13,216.97424169273907
919,2018-08-14,216.98722751836976
920,2018-08-15,216.63609404708072
921,2018-08-16,217.44027519246518
922,2018-08-17,217.16677187014108
923,2018-08-20,218.2477354126828
924,2018-08-21,220.25683429215263
925,2018-08-22,221.23921618791593
926,2018-08-23,222.79158990667003
927,2018-08-24,226.1381654370895
928,2018-08-27,225.28831386900737
929,2018-08-28,227.129266239344
930,2018-08-29,228.03735162077697
931,2018-08-30,228.33817330207515
932,2018-08-31,229.26369844179555
933,2018-09-04,230.48497815357487
934,2018-09-05,223.14857317941676
935,2018-09-06,226.14923883426124
936,2018-09-07,225.76276303459528
937,2018-09-10,227.0642422983349
938,2018-09-11,229.13352875141464
939,2018-09-12,229.35311006437166
940,2018-09-13,231.4546714316183
941,2018-09-14,231.45220828226516
942,2018-09-17,226.53464288541335
943,2018-09-18,228.16162140250762
944,2018-09-19,220.158026775379
945,2018-09-20,221.62895087307123
946,2018-09-21,218.0655990299344
947,2018-09-24,216.73376876223347
948,2018-09-25,218.18605632261873
949,2018-09-26,219.45145271709248
950,2018-09-27,219.9802590298697
951,2018-09-28,221.47437697302428
952,2018-10-01,221.81075654236372
953,2018-10-02,219.44444170424765
954,2018-10-03,223.38085943399932
955,2018-10-04,216.4685576928334
956,2018-10-05,214.3086495060427
957,2018-10-08,208.56193086006033
958,2018-10-09,209.9648532885616
959,2018-10-10,198.4403147989909
960,2018-10-11,196.85301553999327
961,2018-10-12,207.23975909747173
962,2018-10-15,203.6666256068254
963,2018-10-16,208.42292362145912
964,2018-10-17,211.2964263959523
965,2018-10-18,203.9337646572302
966,2018-10-19,201.48120650325197
967,2018-10-22,204.61746589149783
968,2018-10-23,201.14285834407937
969,2018-10-24,191.41129475081388
970,2018-10-25,197.4750010148722
971,2018-10-26,192.5666947570253
972,2018-10-29,191.3087614364646
973,2018-10-30,195.759979436121
974,2018-10-31,203.4256372346874
975,2018-11-01,207.78687970988986
976,2018-11-02,206.3802981124565
977,2018-11-05,205.71007366883077
978,2018-11-06,205.78017056713435
979,2018-11-07,214.3426647121988
980,2018-11-08,210.0204924210324
981,2018-11-09,205.3741374833917
982,2018-11-12,198.34768785317218
983,2018-11-13,198.01549484546058
984,2018-11-14,197.43710003278852
985,2018-11-15,201.42468598318942
986,2018-11-16,199.57486315171298
987,2018-11-19,189.14523955111738
988,2018-11-20,186.43947411140167
989,2018-11-21,192.9071621397047
990,2018-11-23,191.57520769565596
991,2018-11-26,197.6729860748234
992,2018-11-27,196.60277983648115
993,2018-11-28,205.47492932202888
994,2018-11-29,204.94292839130898
995,2018-11-30,212.8037578557404
996,2018-12-03,214.9088301640041
997,2018-12-04,209.7079778300404
998,2018-12-06,211.47380775946158
999,2018-12-07,203.4196141783381
1000,2018-12-10,206.2157653978186
1001,2018-12-11,206.78389334955932
1002,2018-12-12,210.20342278369824
1003,2018-12-13,209.09099802749338
1004,2018-12-14,203.6891646100113
1005,2018-12-17,198.0220401885602
1006,2018-12-18,198.54402542149566
1007,2018-12-19,195.97109753451812
1008,2018-12-20,192.55631876316548
1009,2018-12-21,186.85690020234355
1010,2018-12-24,184.5331054148744
1011,2018-12-26,195.74934845507195
1012,2018-12-27,200.0356168625581
1013,2018-12-28,198.78346271318
1014,2018-12-31,198.9816110090425
1015,2019-01-02,198.9816110090425
1016,2019-01-03,191.40497656371804
1017,2019-01-04,199.69014758619093
1018,2019-01-07,203.65197985510045
1019,2019-01-08,205.44653921021796
1020,2019-01-09,204.04191467730573
1021,2019-01-10,205.23867475613022
1022,2019-01-11,205.5194860098332
1023,2019-01-14,206.1997767740436
1024,2019-01-15,209.36028965131547
1025,2019-01-16,208.21910072190767
1026,2019-01-17,212.965447812818
1027,2019-01-18,218.39763235364458
1028,2019-01-22,211.39998085334557
1029,2019-01-23,213.37857355013517
1030,2019-01-24,219.39725469800197
1031,2019-01-25,222.13250035335759
1032,2019-01-28,221.73389376027933
1033,2019-01-29,219.15043559539004
1034,2019-01-30,222.60628155175638
1035,2019-01-31,225.6079089599924
1036,2019-02-01,225.98398372351602
1037,2019-02-04,228.77166261147028
1038,2019-02-05,232.1288043791124
1039,2019-02-06,231.67661128044585
1040,2019-02-07,226.8775431636174
1041,2019-02-08,228.30138511988758
1042,2019-02-11,228.43712062761483
1043,2019-02-12,234.0088853106374
1044,2019-02-13,234.47945357845242
1045,2019-02-14,233.2828318610277
1046,2019-02-15,235.06837977753096
1047,2019-02-19,236.40560595860737
1048,2019-02-20,235.8347506418756
1049,2019-02-21,232.36553699918187
1050,2019-02-22,236.70502498679332
1051,2019-02-25,237.92796051058082
1052,2019-02-26,241.28569599085418
1053,2019-02-27,242.00679784675393
1054,2019-02-28,231.1032954877092
1055,2019-03-01,233.00842799301776
1056,2019-03-04,230.81367322439115
1057,2019-03-05,242.51223812494436
1058,2019-03-06,243.92758602808607
1059,2019-03-07,239.48356538940587
1060,2019-03-08,239.3822539235218
1061,2019-03-11,242.6973771294647
1062,2019-03-12,243.91703370325945
1063,2019-03-13,246.73181589759093
1064,2019-03-14,245.9316833797472
1065,2019-03-15,246.16509187390616
1066,2019-03-18,246.99313728478987
1067,2019-03-19,247.72898465297652
1068,2019-03-20,247.75268051473302
1069,2019-03-21,249.79184788564336
1070,2019-03-22,239.8793667710562
1071,2019-03-25,243.04461776629287
1072,2019-03-26,244.9517176724873
1073,2019-03-27,243.28154078538088
1074,2019-03-28,242.88944392511274
1075,2019-03-29,245.00875916109962
1076,2019-04-01,247.62321675834525
1077,2019-04-02,250.28097634398947
1078,2019-04-03,251.63250433804674
1079,2019-04-04,249.03599903093763
1080,2019-04-05,249.38062539948749
1081,2019-04-08,249.67260625941458
1082,2019-04-09,249.7312807241747
1083,2019-04-10,252.34328357932364
1084,2019-04-11,253.11317823020516
1085,2019-04-12,255.355863720525
1086,2019-04-15,254.8865509030572
1087,2019-04-16,255.08142919295483
1088,2019-04-17,252.41615986561325
1089,2019-04-18,252.254922287389
1090,2019-04-22,253.22685343656215
1091,2019-04-23,257.81645468684917
1092,2019-04-24,255.78671875345103
1093,2019-04-25,256.979132265645
1094,2019-04-26,261.36764300519906
1095,2019-04-29,264.508294028468
1096,2019-04-30,262.30866783913723
1097,2019-05-01,259.14816854807776
1098,2019-05-02,256.8472391470878
1099,2019-05-03,260.4773181466897
1100,2019-05-06,256.8111663188377
1101,2019-05-07,252.78793529745434
1102,2019-05-08,249.97992288248304
1103,2019-05-09,248.98001472027306
1104,2019-05-10,251.4684461942353
1105,2019-05-13,241.88691364058405
1106,2019-05-14,246.9939231332881
1107,2019-05-15,247.72026448178605
1108,2019-05-16,251.6137882654777
1109,2019-05-17,247.03658604119173
1110,2019-05-20,243.33995696073526
1111,2019-05-21,248.09806068941018
1112,2019-05-22,245.32702499262425
1113,2019-05-23,240.40382130530807
1114,2019-05-24,237.84517226139036
1115,2019-05-28,236.63434034177004
1116,2019-05-29,233.61552252743337
1117,2019-05-30,234.10315463820606
1118,2019-05-31,231.8623289148873
1119,2019-06-03,227.56740025465993
1120,2019-06-04,236.8682945215257
1121,2019-06-05,238.00994265476098
1122,2019-06-06,238.26651199286908
1123,2019-06-07,241.03388432138325
1124,2019-06-10,242.74987452196754
1125,2019-06-11,244.1781303002216
1126,2019-06-12,244.02864756312573
1127,2019-06-13,245.03949992425459
1128,2019-06-14,241.4276721165405
1129,2019-06-17,244.87581636246364
1130,2019-06-18,250.14853453809852
1131,2019-06-19,253.21799293511376
1132,2019-06-20,256.017155619666
1133,2019-06-21,255.08779148346895
1134,2019-06-24,251.49890801515016
1135,2019-06-25,246.09015949823402
1136,2019-06-26,246.18529018423104
1137,2019-06-27,249.93019239438192
1138,2019-06-28,251.49372923470568
1139,2019-07-01,251.49372923470568
1140,2019-07-02,253.0802140047559
1141,2019-07-03,255.88519610004215
1142,2019-07-05,256.6120202560705
1143,2019-07-08,253.81029849657332
1144,2019-07-09,255.30413768592248
1145,2019-07-10,257.6651843744121
1146,2019-07-11,258.8009391942941
1147,2019-07-12,261.3314184233453
1148,2019-07-15,261.7945030716338
1149,2019-07-16,259.89413474519586
1150,2019-07-17,259.6569232426529
1151,2019-07-18,261.48931736471513
1152,2019-07-19,258.74334554148174
1153,2019-07-22,260.69859062484625
1154,2019-07-23,263.54236469399183
1155,2019-07-24,265.10500910786385
1156,2019-07-25,265.1990161245758
1157,2019-07-26,265.1396338013982
1158,2019-07-29,264.717186348125
1159,2019-07-30,263.10002893172395
1160,2019-07-31,261.2082904368501
1161,2019-08-01,258.53395098032405
1162,2019-08-02,258.0172370274939
1163,2019-08-05,246.95268834611736
1164,2019-08-06,250.76018411763516
1165,2019-08-07,249.47587692412745
1166,2019-08-08,256.4998323773256
1167,2019-08-09,254.04824089744596
1168,2019-08-12,249.8605686228917
1169,2019-08-13,254.44983173372668
1170,2019-08-14,243.41672528900307
1171,2019-08-15,243.18386607863098
1172,2019-08-16,246.57471748950695
1173,2019-08-19,251.88951051370395
1174,2019-08-20,252.12971869727576
1175,2019-08-21,254.8870027866996
1176,2019-08-22,252.2633967258793
1177,2019-08-23,250.33975924197503
1178,2019-08-26,253.266005335556
1179,2019-08-27,251.62822426883278
1180,2019-08-28,251.73418794674984
1181,2019-08-29,255.95384875434112
1182,2019-08-30,257.66787036700657
1183,2019-09-03,253.60099355059367
1184,2019-09-04,257.23804979217164
1185,2019-09-05,261.7388481992055
1186,2019-09-06,259.16213467956675
1187,2019-09-09,252.60785109798715
1188,2019-09-10,246.91018616393706
1189,2019-09-11,249.82991351579787
1190,2019-09-12,249.2985576709877
1191,2019-09-13,248.7190648671993
1192,2019-09-16,249.50096674549454
1193,2019-09-17,251.33599086910445
1194,2019-09-18,247.96858766230295
1195,2019-09-19,247.50944622564037
1196,2019-09-20,246.64366571064556
1197,2019-09-23,244.3619082043309
1198,2019-09-24,239.1915738655127
1199,2019-09-25,241.2441243307058
1200,2019-09-26,239.79255943393005
1201,2019-09-27,234.0960738468457
1202,2019-09-30,235.47611144578104
1203,2019-10-01,234.1134514861285
1204,2019-10-02,232.37370021760705
1205,2019-10-03,236.21891985725074
1206,2019-10-04,238.646294371853
1207,2019-10-07,237.5387351870838
1208,2019-10-08,231.66611288893228
1209,2019-10-09,233.81136284595837
1210,2019-10-10,236.34809237650785
1211,2019-10-11,240.96551924145584
1212,2019-10-14,239.34901843612525
1213,2019-10-15,242.28163629973764
1214,2019-10-16,239.53259267758958
1215,2019-10-17,238.57328947632374
1216,2019-10-18,233.94273908889514
1217,2019-10-21,236.66737931667046
1218,2019-10-22,231.9630703078446
1219,2019-10-23,232.1900334563564
1220,2019-10-24,234.34960459995057
1221,2019-10-25,235.15650135476469
1222,2019-10-28,236.45027869101153
1223,2019-10-29,234.58235825984997
1224,2019-10-30,236.51116139214705
1225,2019-10-31,233.17381347254332
1226,2019-11-01,230.53589880740165
1227,2019-11-04,231.77166293210905
1228,2019-11-05,232.07475710840342
1229,2019-11-06,230.80949789560145
1230,2019-11-07,233.0545837274924
1231,2019-11-08,230.64419130839502
1232,2019-11-11,230.84726565772453
1233,2019-11-12,231.778535236513
1234,2019-11-13,231.56978665132755
1235,2019-11-14,230.67113147747907
1236,2019-11-15,231.09561142912364
1237,2019-11-18,231.91878387252626
1238,2019-11-19,234.61609316269767
1239,2019-11-20,233.772881848674
1240,2019-11-21,231.9349469956134
1241,2019-11-22,228.6000199646447
1242,2019-11-25,229.00940536496245
1243,2019-11-26,234.594609467729
1244,2019-11-27,234.3552900411751
1245,2019-11-29,232.25708295473544
1246,2019-12-02,227.77736278777618
1247,2019-12-03,225.65207471977772
1248,2019-12-04,225.12734744394155
1249,2019-12-05,226.24661619732316
1250,2019-12-06,229.28141279592612
1251,2019-12-09,227.37366575175952
1252,2019-12-10,225.4660024060996
1253,2019-12-11,226.17613071867618
1254,2019-12-12,228.28890995719482
1255,2019-12-13,232.73568674720119
1256,2019-12-16,235.682267949557
1257,2019-12-17,233.72625421816718
1258,2019-12-18,235.49064875459788
1259,2019-12-19,236.88528362181788
1260,2019-12-20,239.12450534813658
1261,2019-12-23,238.44169157911307
1262,2019-12-24,237.6610802344755
1263,2019-12-26,239.07976654605508
1264,2019-12-27,238.8688993342145
1265,2019-12-30,235.24179308987425
1266,2019-12-31,234.78410017902914
1267,2020-01-02,234.78410017902914
1268,2020-01-03,232.89379658301863
1269,2020-01-06,234.46622485842005
1270,2020-01-07,234.15796148963267
1271,2020-01-08,235.3606330458511
1272,2020-01-09,237.67281694829506
1273,2020-01-10,237.09298428136472
1274,2020-01-13,243.892975432174
1275,2020-01-14,240.5860407541537
1276,2020-01-15,241.86007408804477
1277,2020-01-16,241.80855969666362
1278,2020-01-17,239.47949132835774
1279,2020-01-21,240.3920010779924
1280,2020-01-22,240.58151146520106
1281,2020-01-23,239.64097458045936
1282,2020-01-24,239.92688798610575
1283,2020-01-27,239.43839234564194
1284,2020-01-28,242.45853708968272
1285,2020-01-29,239.5819769904175
1286,2020-01-30,240.40534063288277
1287,2020-01-31,234.79893481266748
1288,2020-02-03,243.47397325576762
1289,2020-02-04,248.5680234461162
1290,2020-02-05,242.75686492701942
1291,2020-02-06,245.97816985449194
1292,2020-02-07,244.96294012161192
1293,2020-02-10,247.64230196669735
1294,2020-02-11,244.72952649354554
1295,2020-02-12,247.8245916318503
1296,2020-02-13,253.66010201899903
1297,2020-02-14,255.1441499457892
1298,2020-02-18,259.3504931903592
1299,2020-02-19,268.60817017465314
1300,2020-02-20,266.709274966029
1301,2020-02-21,263.03722139889356
1302,2020-02-24,255.94364324743896
1303,2020-02-25,249.8288014164081
1304,2020-02-26,250.2783948189247
1305,2020-02-27,242.27414940241084
1306,2020-02-28,240.32768033943518
1307,2020-03-02,241.22407950466578
1308,2020-03-03,234.66482517733928
1309,2020-03-04,241.249286945454
1310,2020-03-05,232.32594575367705
1311,2020-03-06,221.05213801929347
1312,2020-03-09,198.01822331030866
1313,2020-03-10,204.7145160477612
1314,2020-03-11,189.26107547324878
1315,2020-03-12,164.15960545454007
1316,2020-03-13,182.6514577083484
1317,2020-03-16,153.32046269587823
1318,2020-03-17,158.16885615640484
1319,2020-03-18,145.5336886568686
1320,2020-03-19,154.38996501654023
1321,2020-03-20,154.03727058393216
1322,2020-03-23,159.66242219777433
1323,2020-03-24,191.64621657195985
1324,2020-03-25,204.5752574718707
1325,2020-03-26,207.36070824154262
1326,2020-03-27,193.51683855199545
1327,2020-03-30,203.46585900345778
1328,2020-03-31,203.26972078576028
1329,2020-04-01,190.92119363781129
1330,2020-04-02,181.12823049035944
1331,2020-04-03,177.63538373604368
1332,2020-04-06,198.67430242394917
1333,2020-04-07,203.82277776243896
1334,2020-04-08,218.2989364823394
1335,2020-04-09,226.91569628488205
1336,2020-04-13,239.60181079814276
1337,2020-04-14,250.1953878326531
1338,2020-04-15,238.3536634522227
1339,2020-04-16,241.14993285825355
1340,2020-04-17,253.0420919520619
1341,2020-04-20,256.8867689936481
1342,2020-04-21,252.62052658863445
1343,2020-04-22,257.9224156125582
1344,2020-04-23,260.3608308395082
1345,2020-04-24,271.14576689637147
1346,2020-04-27,278.12376599966285
1347,2020-04-28,270.343651694958
1348,2020-04-29,282.8647742830325
1349,2020-04-30,275.5419830008729
1350,2020-05-01,266.03386302772327
1351,2020-05-04,269.5619335977403
1352,2020-05-05,287.5989220615582
1353,2020-05-06,299.9768018438689
1354,2020-05-07,311.5679222203321
1355,2020-05-08,315.7514688562813
1356,2020-05-11,318.76278099872343
1357,2020-05-12,312.49169999166804
1358,2020-05-13,309.24342275016215
1359,2020-05-14,315.66346803393105
1360,2020-05-15,324.4764378544635
1361,2020-05-18,325.611994997181
1362,2020-05-19,319.6931106500129
1363,2020-05-20,324.1358471280643
1364,2020-05-21,329.85856636773826
1365,2020-05-22,337.28283100844976
1366,2020-05-26,333.3897644086083
1367,2020-05-27,330.31557584733264
1368,2020-05-28,330.25568943559654
1369,2020-05-29,344.3649475334603
1370,2020-06-01,352.44595605545106
1371,2020-06-02,374.2797942319888
1372,2020-06-03,370.81721393461885
1373,2020-06-04,362.1979607161943
1374,2020-06-05,373.03414106850545
1375,2020-06-08,376.22804300903255
1376,2020-06-09,373.4632500971192
1377,2020-06-10,381.3952670382067
1378,2020-06-11,364.7772325270009
1379,2020-06-12,370.6667818246718
1380,2020-06-15,381.0833985724137
1381,2020-06-16,388.14637102873144
1382,2020-06-17,391.2937942056976
1383,2020-06-18,394.97907347124226
1384,2020-06-19,405.31163634256825
1385,2020-06-22,413.77456079371245
1386,2020-06-23,413.5990269028271
1387,2020-06-24,396.6268185908622
1388,2020-06-25,406.5608620208909
1389,2020-06-26,408.00335458246633
1390,2020-06-29,402.9611515019918
1391,2020-06-30,407.835352262917
1392,2020-07-01,407.835352262917
1393,2020-07-02,412.80475426436135
1394,2020-07-06,418.7204020126945
1395,2020-07-07,411.4533283373262
1396,2020-07-08,422.552133097245
1397,2020-07-09,425.2558078133608
1398,2020-07-10,414.13424905371267
1399,2020-07-13,404.64894566973203
1400,2020-07-14,397.69355040911535
1401,2020-07-15,403.88784477352164
1402,2020-07-16,408.30445632744943
1403,2020-07-17,404.3520906048909
1404,2020-07-20,417.82008137200523
1405,2020-07-21,418.8141665935007
1406,2020-07-22,414.17254545085984
1407,2020-07-23,408.4666429304788
1408,2020-07-24,397.8268732207857
1409,2020-07-27,401.14134299238407
1410,2020-07-28,400.25883043728663
1411,2020-07-29,413.17476288218216
1412,2020-07-30,417.8143068183419
1413,2020-07-31,428.2451373363742
1414,2020-08-03,440.59247289005174
1415,2020-08-04,444.52042603588103
1416,2020-08-05,455.1504842049606
1417,2020-08-06,443.89169015178965
1418,2020-08-07,437.1233360763985
1419,2020-08-10,431.8166578038036
1420,2020-08-11,418.35994865616993
1421,2020-08-12,422.066222609551
1422,2020-08-13,429.1015475808773
1423,2020-08-14,426.51023286444234
1424,2020-08-17,439.60952052662196
1425,2020-08-18,442.50672880057556
1426,2020-08-19,439.43502425356166
1427,2020-08-20,443.1592017555635
1428,2020-08-21,442.21680609791855
1429,2020-08-24,445.6086666468123
1430,2020-08-25,454.47151160192834
1431,2020-08-26,468.7726575297593
1432,2020-08-27,468.3093132823943
1433,2020-08-28,473.2400875008884
1434,2020-08-31,475.0757824022502
1435,2020-09-01,495.61338484279617
1436,2020-09-02,498.7390358656467
1437,2020-09-03,467.71162264260994
1438,2020-09-04,470.42577662777376
1439,2020-09-08,458.3390879023994
1440,2020-09-09,463.17549318594394
1441,2020-09-10,458.85431515975364
1442,2020-09-11,443.7529295589108
1443,2020-09-14,445.8249601960946
1444,2020-09-15,450.6658789960557
1445,2020-09-16,456.21832491924033
1446,2020-09-17,449.46897493253175
1447,2020-09-18,448.437994531187
1448,2020-09-21,450.13007198455784
1449,2020-09-22,463.4852709973792
1450,2020-09-23,455.8832403892342
1451,2020-09-24,451.3046713015647
1452,2020-09-25,455.6905189323927
1453,2020-09-28,462.23062521334487
1454,2020-09-29,458.98685816707155
1455,2020-09-30,456.5559201511665
1456,2020-10-01,477.7522724414632
1457,2020-10-02,469.58522192388597
1458,2020-10-05,474.4750155597788
1459,2020-10-06,475.491340692372
1460,2020-10-07,490.32398334191083
1461,2020-10-08,508.19458702967773
1462,2020-10-09,519.6261690680552
1463,2020-10-12,527.473066092453
1464,2020-10-13,541.1004914033074
1465,2020-10-14,535.5431808179425
1466,2020-10-15,532.5120784698096
1467,2020-10-16,536.3959942817132
1468,2020-10-19,542.0070134111729
1469,2020-10-20,538.7306041913764
1470,2020-10-21,526.1530909000729
1471,2020-10-22,528.8120451298915
1472,2020-10-23,539.7009458530542
1473,2020-10-26,527.0664720871252
1474,2020-10-27,536.1393408490861
1475,2020-10-28,533.3483544064325
1476,2020-10-29,521.0021610812873
1477,2020-10-30,496.5045152259776
1478,2020-11-02,494.9022799272351
1479,2020-11-03,513.1430754465898
1480,2020-11-04,536.8997346253587
1481,2020-11-05,550.1201496837322
1482,2020-11-06,546.0352769807264
1483,2020-11-09,535.2230109892848
1484,2020-11-10,528.3994528810207
1485,2020-11-11,545.857866241966
1486,2020-11-12,539.8119230890932
1487,2020-11-13,543.952020248938
1488,2020-11-16,556.5974556425334
1489,2020-11-17,557.6995206089796
1490,2020-11-18,565.4081136034318
1491,2020-11-19,578.7354795359803
1492,2020-11-20,590.7448447162548
1493,2020-11-23,601.2707592872896
1494,2020-11-24,596.875148821123
1495,2020-11-25,605.9476496314378
1496,2020-11-27,631.1319045227921
1497,2020-11-30,637.7270753836738
1498,2020-12-01,629.853120633033
1499,2020-12-02,610.695512719185
1500,2020-12-03,620.3017654190807
1501,2020-12-04,639.2503285431119
1502,2020-12-07,636.447036070217
1503,2020-12-08,657.6526974356111
1504,2020-12-09,646.55945799628
1505,2020-12-10,663.5232063901439
1506,2020-12-11,692.636300910615
1507,2020-12-14,690.1682375519708
1508,2020-12-15,723.9689690784412
1509,2020-12-16,732.915338109627
1510,2020-12-17,752.0332489200605
1511,2020-12-18,760.1621366707515
1512,2020-12-21,773.2453190416693
1513,2020-12-22,783.4543610861642
1514,2020-12-23,764.075631993332
1515,2020-12-24,768.4988153456155
1516,2020-12-28,727.8001793146859
1517,2020-12-29,720.4805880014227
1518,2020-12-30,731.811744293259
1519,2020-12-31,727.554531827998
1520,2021-01-04,727.554531827998
1521,2021-01-05,748.134122210627
1522,2021-01-06,748.0215677787901
1523,2021-01-07,765.6057752864153
1524,2021-01-08,776.00890454063
1525,2021-01-11,763.1670664554003
1526,2021-01-12,777.927812113734
1527,2021-01-13,783.1995981688805
1528,2021-01-14,793.2712466340183
1529,2021-01-15,771.5108164362276
1530,2021-01-19,783.5774176919743
1531,2021-01-20,775.640572593797
1532,2021-01-21,781.8247231936067
1533,2021-01-22,778.0534264384512
1534,2021-01-25,761.8667550771272
1535,2021-01-26,760.0632875422452
1536,2021-01-27,739.7431342503319
1537,2021-01-28,765.48623708948
1538,2021-01-29,746.5845161392817
1539,2021-02-01,752.4362140987981
1540,2021-02-02,775.2377915331331
1541,2021-02-03,776.4206806169732
1542,2021-02-04,800.4888738498993
1543,2021-02-05,811.0794839041927
1544,2021-02-08,819.0106808881186
1545,2021-02-09,820.0359822823169
1546,2021-02-10,843.1289940780857
1547,2021-02-11,855.066373300597
1548,2021-02-12,863.3909614603006
1549,2021-02-16,874.419329217608
1550,2021-02-17,873.3636819817161
1551,2021-02-18,874.0771791473678
1552,2021-02-19,892.7672661629981
1553,2021-02-22,887.0994498850695
1554,2021-02-23,878.9504552302415
1555,2021-02-24,906.5353757088774
1556,2021-02-25,848.6854013092036
1557,2021-02-26,887.7974299938276
1558,2021-03-01,891.9544163498304
1559,2021-03-02,877.4932622871008
1560,2021-03-03,856.6845961731716
1561,2021-03-04,832.4462332366868
1562,2021-03-05,844.3173999467755
1563,2021-03-08,838.4664085714226
1564,2021-03-09,860.0274193457075
1565,2021-03-10,860.3497940458852
1566,2021-03-11,891.2872509994941
1567,2021-03-12,910.8797820673942
1568,2021-03-15,922.9684671085206
1569,2021-03-16,906.1188607339108
1570,2021-03-17,918.4283622146648
1571,2021-03-18,871.6806910974581
1572,2021-03-19,871.7952714221232
1573,2021-03-22,865.3015332796239
1574,2021-03-23,850.081865628771
1575,2021-03-24,823.179829292478
1576,2021-03-25,834.844887611463
1577,2021-03-26,840.5779245315135
1578,2021-03-29,845.9672300298253
1579,2021-03-30,851.8963060982368
1580,2021-03-31,862.6872752403091
1581,2021-04-01,880.7234518807602
1582,2021-04-05,880.4052466955883
1583,2021-04-06,891.5328627822672
1584,2021-04-07,872.7734880810883
1585,2021-04-08,882.3833542679403
1586,2021-04-09,882.0036750629415
1587,2021-04-12,867.4323162103702
1588,2021-04-13,872.0734216780309
1589,2021-04-14,875.5920862337179
1590,2021-04-15,880.1302448670367
1591,2021-04-16,887.8066959943036
1592,2021-04-19,879.1864582446045
1593,2021-04-20,849.2070727590328
1594,2021-04-21,857.4687902984793
1595,2021-04-22,864.0685147050245
1596,2021-04-23,884.8856444963245
1597,2021-04-26,902.7237751026951
1598,2021-04-27,904.8636120467463
1599,2021-04-28,915.7699593884867
1600,2021-04-29,904.9750803802435
1601,2021-04-30,888.4487973717443
1602,2021-05-03,877.3097222244992
1603,2021-05-04,863.2578465767241
1604,2021-05-05,847.1473397081186
1605,2021-05-06,824.2038342733198
1606,2021-05-07,831.5811405310566
1607,2021-05-10,804.7931716512995
1608,2021-05-11,803.1371943988714
1609,2021-05-12,774.9701102248076
1610,2021-05-13,772.0127262835902
1611,2021-05-14,802.7497443670068
1612,2021-05-17,783.436583653545
1613,2021-05-18,786.8009295568863
1614,2021-05-19,801.1429986477484
1615,2021-05-20,812.6312801694061
1616,2021-05-21,806.5454167168033
1617,2021-05-24,818.4768179013228
1618,2021-05-25,817.0781438375203
1619,2021-05-26,823.5716835125802
1620,2021-05-27,833.5614937575084
1621,2021-05-28,838.2460393825602
1622,2021-06-01,834.8082901960511
1623,2021-06-02,839.885810264249
1624,2021-06-03,823.5184397304757
1625,2021-06-04,845.0570087148506
1626,2021-06-07,839.6283421695715
1627,2021-06-08,839.5121796657135
1628,2021-06-09,834.0203212950238
1629,2021-06-10,838.3579695474149
1630,2021-06-11,845.7326903165093
1631,2021-06-14,848.9444838115161
1632,2021-06-15,847.9757601141671
1633,2021-06-16,850.229937992063
1634,2021-06-17,857.7572321769278
1635,2021-06-18,856.6997647287624
1636,2021-06-21,855.9274471699467
1637,2021-06-22,860.3327907960896
1638,2021-06-23,863.002571479829
1639,2021-06-24,861.9590518269015
1640,2021-06-25,861.9870197291777
1641,2021-06-28,852.8601316548301
1642,2021-06-29,842.1278612326687
1643,2021-06-30,850.5808140045698
1644,2021-07-01,850.5808140045698
1645,2021-07-02,855.7375665395097
1646,2021-07-06,865.7543505881339
1647,2021-07-07,865.5884258432164
1648,2021-07-08,856.9805903361723
1649,2021-07-09,869.0238303124753
1650,2021-07-12,861.3799954437604
1651,2021-07-13,852.217805924947
1652,2021-07-14,836.0082074027213
1653,2021-07-15,826.8560329001123
1654,2021-07-16,826.8975498596965
1655,2021-07-19,831.651262476171
1656,2021-07-20,852.2414728118739
1657,2021-07-21,865.450360107162
1658,2021-07-22,871.7206875051457
1659,2021-07-23,876.7228321254958
1660,2021-07-26,876.8788628214535
1661,2021-07-27,861.9281428783559
1662,2021-07-28,870.8013068081843
1663,2021-07-29,869.8996658547317
1664,2021-07-30,862.8506682603248
1665,2021-08-02,863.2758197969431
1666,2021-08-03,864.0270968349324
1667,2021-08-04,868.194334124438
1668,2021-08-05,885.4878358622566
1669,2021-08-06,878.3274283464514
1670,2021-08-09,880.5450920787384
1671,2021-08-10,869.3799269908208
1672,2021-08-11,864.9483323662059
1673,2021-08-12,871.4821342455347
1674,2021-08-13,870.7977874462347
1675,2021-08-16,854.7819203925307
1676,2021-08-17,847.5232994987848
1677,2021-08-18,844.9308538122135
1678,2021-08-19,846.7112684158656
1679,2021-08-20,855.384266211011
1680,2021-08-23,868.997963135206
1681,2021-08-24,882.3886132351195
1682,2021-08-25,889.0753322554253
1683,2021-08-26,884.0354600749773
1684,2021-08-27,914.1855875659483
1685,2021-08-30,919.0570502441096
1686,2021-08-31,913.0474004889473
1687,2021-09-01,917.5079252861137
1688,2021-09-02,910.1349703296111
1689,2021-09-03,926.3999155929505
1690,2021-09-07,909.9722712189706
1691,2021-09-08,898.5280646170362
1692,2021-09-09,896.9109321576584
1693,2021-09-10,886.9580039214768
1694,2021-09-13,885.2875390641829
1695,2021-09-14,887.5123367778708
1696,2021-09-15,900.0344801943431
1697,2021-09-16,913.3645776716569
1698,2021-09-17,900.1053724315904
1699,2021-09-20,887.2230776173504
