date,momentum_index
2016-10-14,168.43879614011834
2016-10-17,167.11146919059357
2016-10-18,171.50324101081318
2016-10-19,173.00017009925907
2016-10-20,172.984877240569
2016-10-21,173.75851829026902
2016-10-24,174.6875051823553
2016-10-25,174.20057840630938
2016-10-26,171.96888028159404
2016-10-27,170.7118296184802
2016-10-28,171.6659455293599
2016-10-31,171.12780292580575
2016-11-01,169.10271884093504
2016-11-02,165.1288370365803
2016-11-03,165.4290646251855
2016-11-04,164.94277387081408
2016-11-07,170.9630139737468
2016-11-08,175.97866479420009
2016-11-09,175.19839479477668
2016-11-10,173.2921378323568
2016-11-11,173.0464411799806
2016-11-14,168.3387057081217
2016-11-15,170.3260408822183
2016-11-16,171.0876269488478
2016-11-17,172.96739869189477
2016-11-18,172.53605502856124
2016-11-21,173.77325861947935
2016-11-22,173.91769304603287
2016-11-23,172.70688379778818
2016-11-25,175.01710142645194
2016-11-28,174.95212099929188
2016-11-29,174.7698469242278
2016-11-30,173.4616346020296
2016-12-01,169.35513692488684
2016-12-02,163.96356488534823
2016-12-05,166.36964876648366
2016-12-06,166.30014120698618
2016-12-07,166.98982676284905
2016-12-08,167.62543591267183
2016-12-09,167.11087005644825
2016-12-12,164.5076083439536
2016-12-13,165.0235161459657
2016-12-14,162.68766763393015
2016-12-15,160.51666288069595
2016-12-16,159.90600997488488
2016-12-19,160.2129276852403
2016-12-20,160.68520556956295
2016-12-21,159.9481550662978
2016-12-22,157.7519410340806
2016-12-23,157.74640655263138
2016-12-27,159.0589284729
2016-12-28,157.2179020436342
2016-12-29,157.5977636347799
2016-12-30,156.35981557135958
2017-01-03,156.35981557135958
2017-01-04,161.4883941033227
2017-01-05,164.4857747164709
2017-01-06,167.4128806869085
2017-01-09,167.77788116021273
2017-01-10,168.01540875140336
2017-01-11,176.34407717797575
2017-01-12,173.63803148920314
2017-01-13,175.0155280055964
2017-01-17,175.26239247299088
2017-01-18,176.30906822144854
2017-01-19,176.3467758408599
2017-01-20,176.45107628257702
2017-01-23,177.23586722376544
2017-01-24,178.535758168373
2017-01-25,183.63608020999507
2017-01-26,181.75107821855173
2017-01-27,181.7483349318389
2017-01-30,178.3679857474646
2017-01-31,179.74497622770187
2017-02-01,181.4031868472487
2017-02-02,181.74100055019957
2017-02-03,183.6478363363163
2017-02-06,183.95894615610183
2017-02-07,184.7611073173497
2017-02-08,185.40588505374404
2017-02-09,188.21620303600344
2017-02-10,188.09384077703913
2017-02-13,187.1569647188338
2017-02-14,187.92939008543624
2017-02-15,191.99721437532338
2017-02-16,191.19404789410066
2017-02-17,194.22605633512728
2017-02-21,195.6455279932271
2017-02-22,195.25819534514804
2017-02-23,193.8904768842131
2017-02-24,195.04096079044797
2017-02-27,195.95049557952228
2017-02-28,187.67347336851114
2017-03-01,189.78107754211945
2017-03-02,186.52892098052206
2017-03-03,185.65039842244
2017-03-06,183.86577547060625
2017-03-07,184.08721674219922
2017-03-08,183.38864903958662
2017-03-09,183.90198669606687
2017-03-10,185.61381673536613
2017-03-13,191.2679970778897
2017-03-14,191.3568492155811
2017-03-15,192.69987190181163
2017-03-16,194.59932026381978
2017-03-17,194.31318218960595
2017-03-20,194.4825032864848
2017-03-21,188.1100839982334
2017-03-22,186.26032480466444
2017-03-23,187.56274603903861
2017-03-24,189.1841167246756
2017-03-27,188.73352282860523
2017-03-28,188.82578493707084
2017-03-29,188.95436384600515
2017-03-30,187.57528651098792
2017-03-31,189.6338671988814
2017-04-03,190.25482842106777
2017-04-04,189.6288673526605
2017-04-05,189.96470366254718
2017-04-06,190.51464485616108
2017-04-07,190.23406133227724
2017-04-10,190.17781649116537
2017-04-11,189.77003481423992
2017-04-12,191.45193271367836
2017-04-13,192.96694672873312
2017-04-17,193.5869174237083
2017-04-18,193.4659620202781
2017-04-19,195.03026714268557
2017-04-20,196.75516735838463
2017-04-21,195.7857089177564
2017-04-24,198.74591192396983
2017-04-25,200.9618945365754
2017-04-26,200.26125085819598
2017-04-27,201.63604032555114
2017-04-28,202.61030748132572
2017-05-01,204.62677410744226
2017-05-02,204.35027205192713
2017-05-03,206.04543239781887
2017-05-04,206.75409907441545
2017-05-05,208.32270288177085
2017-05-08,206.1220473936327
2017-05-09,205.99206112221984
2017-05-10,207.46475835731002
2017-05-11,204.54587786297304
2017-05-12,207.50057753794448
2017-05-15,213.18758211855254
2017-05-16,215.0358228600407
2017-05-17,206.9705388861407
2017-05-18,209.53955579649624
2017-05-19,211.72678298869144
2017-05-22,214.92822708694572
2017-05-23,213.46365667648274
2017-05-24,213.5814576452006
2017-05-25,215.01728813735272
2017-05-26,215.09991769829895
2017-05-30,214.1336038947399
2017-05-31,215.47145835706422
2017-06-01,218.7092586413856
2017-06-02,221.6591953539454
2017-06-05,220.0856640204265
2017-06-06,220.35328791786074
2017-06-07,220.32744979283402
2017-06-08,222.33486828883446
2017-06-09,212.29796822067252
2017-06-12,209.9545690486902
2017-06-13,212.713869917212
2017-06-14,209.98405343171132
2017-06-15,208.0619829657424
2017-06-16,209.68540967917568
2017-06-19,213.86226308981696
2017-06-20,210.36601149920094
2017-06-21,214.3946285558646
2017-06-22,215.766830880677
2017-06-23,218.85399433269862
2017-06-26,216.8442521714509
2017-06-27,210.66180456884197
2017-06-28,213.68679569549488
2017-06-29,208.68061553416823
2017-06-30,209.8107437726524
2017-07-03,209.8107437726524
2017-07-05,213.80064962478784
2017-07-06,211.8514470616784
2017-07-07,216.015449575523
2017-07-10,218.04257890021424
2017-07-11,219.2442861634028
2017-07-12,223.00323566414932
2017-07-13,223.7538473038648
2017-07-14,225.27845068659002
2017-07-17,223.3945665859976
2017-07-18,225.58948675117975
2017-07-19,228.87224876710363
2017-07-20,228.33839686220034
2017-07-21,227.82709254819093
2017-07-24,229.10239866850821
2017-07-25,229.44645139843615
2017-07-26,232.62217534855097
2017-07-27,229.57094201047914
2017-07-28,229.6528654778
2017-07-31,228.4420548175657
2017-08-01,227.34201845820513
2017-08-02,225.52761318837176
2017-08-03,224.63277591030365
2017-08-04,225.4962472536796
2017-08-07,226.41446015926536
2017-08-08,226.74551105553934
2017-08-09,217.22578568220604
2017-08-10,208.23519690778394
2017-08-11,208.49655136105196
2017-08-14,209.08814086203662
2017-08-15,206.74524623621187
2017-08-16,206.8231654670323
2017-08-17,202.4942464334109
2017-08-18,201.8820592537869
2017-08-21,203.1036061556651
2017-08-22,206.14452206346866
2017-08-23,206.87314719145138
2017-08-24,207.70650996480524
2017-08-25,204.22457004190122
2017-08-28,204.40189670207997
2017-08-29,205.8886677851872
2017-08-30,210.18696603280694
2017-08-31,213.2798565799037
2017-09-01,212.36103116092204
2017-09-05,210.6843067091232
2017-09-06,210.95973999217782
2017-09-07,212.23814681948238
2017-09-08,211.4373041419782
2017-09-11,214.67822197135337
2017-09-12,214.71454010692128
2017-09-13,215.13998715900684
2017-09-14,213.60748339917032
2017-09-15,212.50875127084754
2017-09-18,213.0175853785248
2017-09-19,214.0329804510126
2017-09-20,213.9329593109665
2017-09-21,212.64790466137816
2017-09-22,211.67106111116763
2017-09-25,209.5650779358068
2017-09-26,207.8345463032966
2017-09-27,210.69552239449126
2017-09-28,209.90278460588948
2017-09-29,211.4569850000354
2017-10-02,214.63157279014217
2017-10-03,215.8893376210848
2017-10-04,217.74934110712059
2017-10-05,219.85425479939303
2017-10-06,219.97693550375402
2017-10-09,218.53787646605156
2017-10-10,215.9873772252868
2017-10-11,216.44461091935068
2017-10-12,216.6479343472465
2017-10-13,216.56598632670622
2017-10-16,216.8143876349481
2017-10-17,216.79370423692544
2017-10-18,217.4465745636247
2017-10-19,213.72225169762925
2017-10-20,213.57380327877797
2017-10-23,212.2225810622891
2017-10-24,212.9309168339962
2017-10-25,209.83289350743547
2017-10-26,209.63788621766022
2017-10-27,206.34543582315416
2017-10-30,205.25030764815878
2017-10-31,211.5658547866109
2017-11-01,209.91491058381024
2017-11-02,210.5315260903201
2017-11-03,208.75765839909718
2017-11-06,212.1902230588994
2017-11-07,195.54982732250068
2017-11-08,196.40271987318118
2017-11-09,196.18786723267974
2017-11-10,196.76751513530513
2017-11-13,199.1906908016189
2017-11-14,198.47829767200176
2017-11-15,198.10765302175332
2017-11-16,201.11106138829734
2017-11-17,203.2601922543789
2017-11-20,202.83474498288442
2017-11-21,203.90207021860985
2017-11-22,205.5026758435276
2017-11-24,205.42665122678386
2017-11-27,205.3033828092667
2017-11-28,206.19092258813717
2017-11-29,202.9262013963765
2017-11-30,204.02557040931313
2017-12-01,205.45458332379434
2017-12-04,205.63799398079914
2017-12-05,205.9953757218294
2017-12-06,206.26013948976728
2017-12-07,207.5842609259067
2017-12-08,206.16322219231037
2017-12-11,205.90815534789817
2017-12-12,207.00626544453104
2017-12-13,209.89409615688913
2017-12-14,213.00238895308226
2017-12-15,213.31470173756958
2017-12-18,215.34905634832583
2017-12-19,213.71419415800756
2017-12-20,213.06436900191542
2017-12-21,213.78750503276063
2017-12-22,213.306744122611
2017-12-26,211.6606327577917
2017-12-27,211.53440272101676
2017-12-28,211.59455125745387
2017-12-29,208.60590862897888
2018-01-02,208.60590862897888
2018-01-03,209.40201451014906
2018-01-04,213.8608410870561
2018-01-05,215.66638807818188
2018-01-08,216.48964283196173
2018-01-09,216.9841828947324
2018-01-10,218.89203687789987
2018-01-11,219.3351609147281
2018-01-12,220.27272065045025
2018-01-16,216.48705910469334
2018-01-17,218.6390902519709
2018-01-18,218.9784921359264
2018-01-19,223.02823292607604
2018-01-22,223.8705619696004
2018-01-23,225.08195443276284
2018-01-24,223.15489561652166
2018-01-25,223.00385111511594
2018-01-26,226.01600213487032
2018-01-29,223.0008716369772
2018-01-30,223.56702582532662
2018-01-31,222.8301792992156
2018-02-01,220.3581240037985
2018-02-02,217.80834683379575
2018-02-05,210.67471070897088
2018-02-06,214.36885241818595
2018-02-07,215.23982265483028
