date,adjusted,normalized
2015-01-02,2058.199951171875,100.0
2015-01-05,2020.5799560546875,98.17218948548863
2015-01-06,2002.6099853515625,97.29909789431967
2015-01-07,2025.9000244140625,98.43067109493313
2015-01-08,2062.139892578125,100.1914265620309
2015-01-09,2044.81005859375,99.34943674590502
2015-01-12,2028.260009765625,98.54533368396967
2015-01-13,2023.030029296875,98.29122909778638
2015-01-14,2011.27001953125,97.71985556534949
2015-01-15,1992.6700439453125,96.81615446598121
2015-01-16,2019.4200439453125,98.11583382826909
2015-01-20,2022.550048828125,98.2679086974299
2015-01-21,2032.1199951171875,98.73287548958311
2015-01-22,2063.14990234375,100.24049904233341
2015-01-23,2051.820068359375,99.6900260925151
2015-01-26,2057.090087890625,99.94607602237004
2015-01-27,2029.550048828125,98.60801170812206
2015-01-28,2002.1600341796875,97.27723650171694
2015-01-29,2021.25,98.2047443373596
2015-01-30,1994.989990234375,96.9288717113461
2015-02-02,2020.8499755859373,98.1853086934206
2015-02-03,2050.030029296875,99.6030549961704
2015-02-04,2041.510009765625,99.18910009706553
2015-02-05,2062.52001953125,100.20989546505992
2015-02-06,2055.469970703125,99.86736077477819
2015-02-09,2046.739990234375,99.44320468324882
2015-02-10,2068.590087890625,100.50481668279285
2015-02-11,2068.530029296875,100.50189866728539
2015-02-12,2088.47998046875,101.47118987538768
2015-02-13,2096.989990234375,101.88465843857463
2015-02-17,2100.340087890625,102.04742676700369
2015-02-18,2099.679931640625,102.01535232012479
2015-02-19,2097.449951171875,101.90700616709529
2015-02-20,2110.300048828125,102.53134286717798
2015-02-23,2109.659912109375,102.50024109213491
2015-02-24,2115.47998046875,102.78301577377171
2015-02-25,2113.860107421875,102.70431238803152
2015-02-26,2110.739990234375,102.5527179238628
2015-02-27,2104.5,102.24954085737701
2015-03-02,2117.389892578125,102.8758110392797
2015-03-03,2107.780029296875,102.40890483438068
2015-03-04,2098.530029296875,101.95948299882318
2015-03-05,2101.0400390625,102.08143469570258
2015-03-06,2071.260009765625,100.63453789250718
2015-03-09,2079.429931640625,101.03148289633678
2015-03-10,2044.1600341796875,99.31785456586987
2015-03-11,2040.239990234375,99.12739474474897
2015-03-12,2065.949951171875,100.3765426189806
2015-03-13,2053.39990234375,99.76678413458362
2015-03-16,2081.18994140625,101.11699498492774
2015-03-17,2074.280029296875,100.7812689974968
2015-03-18,2099.5,102.00661013545404
2015-03-19,2089.27001953125,101.50957482734779
2015-03-20,2108.10009765625,102.42445572190222
2015-03-23,2104.419921875,102.24565017003371
2015-03-24,2091.5,101.61792098037729
2015-03-25,2061.050048828125,100.13847525623676
2015-03-26,2056.14990234375,99.90039603164125
2015-03-27,2061.02001953125,100.13701624848301
2015-03-30,2086.239990234375,101.36235738644027
2015-03-31,2067.889892578125,100.47079689224232
2015-04-01,2059.68994140625,100.072392880659
2015-04-02,2066.9599609375,100.42561509928309
2015-04-06,2080.6201171875,101.08930942316172
2015-04-07,2076.330078125,100.88087296585554
2015-04-08,2081.89990234375,101.15148924954454
2015-04-09,2091.179931640625,101.60237009285575
2015-04-10,2102.06005859375,102.13099351192301
2015-04-13,2092.429931640625,101.6631027733365
2015-04-14,2095.840087890625,101.82878911727302
2015-04-15,2106.6298828125,102.3530236512274
2015-04-16,2104.989990234375,102.27334759365138
2015-04-17,2081.179931640625,101.11650864900983
2015-04-20,2100.39990234375,102.0503329206595
2015-04-21,2097.2900390625,101.89923665426035
2015-04-22,2107.9599609375,102.41764701905143
2015-04-23,2112.929931640625,102.65911873322067
2015-04-24,2117.68994140625,102.89038925496541
2015-04-27,2108.919921875,102.46428781976438
2015-04-28,2114.760009765625,102.74803517323701
2015-04-29,2106.85009765625,102.36372304142148
2015-04-30,2085.510009765625,101.32689044998764
2015-05-01,2108.2900390625,102.43368424249088
2015-05-04,2114.489990234375,102.73491596530504
2015-05-05,2089.4599609375,101.51880334793645
2015-05-06,2080.14990234375,101.06646349687149
2015-05-07,2088.0,101.44786947503121
2015-05-08,2116.10009765625,102.81314487697897
2015-05-11,2105.330078125,102.28987115300876
2015-05-12,2099.1201171875,101.9881530942767
2015-05-13,2098.47998046875,101.95705131923363
2015-05-14,2121.10009765625,103.05607559890193
2015-05-15,2122.72998046875,103.13526532056001
2015-05-18,2129.199951171875,103.44961625130613
2015-05-19,2127.830078125,103.38305940166211
2015-05-20,2125.85009765625,103.28685978472873
2015-05-21,2130.820068359375,103.52833149889797
2015-05-22,2126.06005859375,103.29706097715325
2015-05-26,2104.199951171875,102.2349626416913
2015-05-27,2123.47998046875,103.17170492884846
2015-05-28,2120.7900390625,103.0410110472983
2015-05-29,2107.389892578125,102.38994959543375
2015-06-01,2111.72998046875,102.6008177323295
2015-06-02,2109.60009765625,102.4973349384791
2015-06-03,2114.070068359375,102.71451358045603
2015-06-04,2095.840087890625,101.82878911727302
2015-06-05,2092.830078125,101.68254434820135
2015-06-08,2079.280029296875,101.02419971941976
2015-06-09,2080.14990234375,101.06646349687149
2015-06-10,2105.199951171875,102.28354878607588
2015-06-11,2108.860107421875,102.46138166610857
2015-06-12,2094.110107421875,101.74473603643581
2015-06-15,2084.429931640625,101.27441361825976
2015-06-16,2096.2900390625,101.85065050987576
2015-06-17,2100.43994140625,102.05227826433116
2015-06-18,2121.239990234375,103.06287243990104
2015-06-19,2109.989990234375,102.51627831557437
2015-06-22,2122.85009765625,103.14110135157497
2015-06-23,2124.199951171875,103.20668552938317
2015-06-24,2108.580078125,102.44777612225869
2015-06-25,2102.31005859375,102.14314004801915
2015-06-26,2101.489990234375,102.10329608830531
2015-06-29,2057.639892578125,99.97278891230023
2015-06-30,2063.110107421875,100.23856556051341
2015-07-01,2077.419921875,100.9338242716497
2015-07-02,2076.780029296875,100.90273435845828
2015-07-06,2068.760009765625,100.51307253154572
2015-07-07,2081.340087890625,101.12429002369643
2015-07-08,2046.6800537109373,99.44029259866717
2015-07-09,2051.31005859375,99.66524668440488
2015-07-10,2076.6201171875,100.89496484562335
2015-07-13,2099.60009765625,102.01147349463315
2015-07-14,2108.949951171875,102.46574682751812
2015-07-15,2107.39990234375,102.39043593135166
2015-07-16,2124.2900390625,103.21106255264438
2015-07-17,2126.639892578125,103.3252328748372
2015-07-20,2128.280029296875,103.40492079426484
2015-07-21,2119.2099609375,102.96424114337812
2015-07-22,2114.14990234375,102.71839240594767
2015-07-23,2102.14990234375,102.13535867333255
2015-07-24,2079.64990234375,101.0421704246792
2015-07-27,2067.639892578125,100.45865035614617
2015-07-28,2093.25,101.70294673305034
2015-07-29,2108.570068359375,102.44728978634076
2015-07-30,2108.6298828125,102.45019593999658
2015-07-31,2103.840087890625,102.21747827234977
2015-08-03,2098.0400390625,101.9356762625488
2015-08-04,2093.320068359375,101.70635108447573
2015-08-05,2099.840087890625,102.02313369481139
2015-08-06,2083.56005859375,101.23214984080802
2015-08-07,2077.570068359375,100.94111931041839
2015-08-10,2104.179931640625,102.23398996985547
2015-08-11,2084.070068359375,101.25692924891823
2015-08-12,2086.050048828125,101.35312886585159
2015-08-13,2083.389892578125,101.2238821302035
2015-08-14,2091.5400390625,101.61986632404893
2015-08-17,2102.43994140625,102.14945055310034
2015-08-18,2096.919921875,101.88125408714926
2015-08-19,2079.610107421875,101.0402369428592
2015-08-20,2035.72998046875,98.90827075910038
2015-08-21,1970.8900146484373,95.75794681786256
2015-08-24,1893.2099609375,91.98377251245998
2015-08-25,1867.6099853515625,90.73996840239957
2015-08-26,1940.510009765625,94.28189951422159
2015-08-27,1987.6600341796875,96.57273740814034
2015-08-28,1988.8699951171875,96.63152474494943
2015-08-31,1972.1800537109373,95.82062484201495
2015-09-01,1913.8499755859373,92.98659124426908
2015-09-02,1948.8599853515625,94.68759263364778
2015-09-03,1951.1300048828125,94.79788413034895
2015-09-04,1921.219970703125,93.34467089114652
2015-09-08,1969.4100341796875,95.6860402731215
2015-09-09,1942.0400390625,94.35623773855222
2015-09-10,1952.2900390625,94.8542457184943
2015-09-11,1961.050048828125,95.2798608177774
2015-09-14,1953.030029296875,94.89019899086483
2015-09-15,1978.0899658203125,96.10776468506131
2015-09-16,1995.31005859375,96.94442259886765
2015-09-17,1990.199951171875,96.69614218184765
2015-09-18,1958.030029296875,95.1331297127878
2015-09-21,1966.969970703125,95.56748699674166
2015-09-22,1942.739990234375,94.39024566725111
2015-09-23,1938.760009765625,94.19687376154855
2015-09-24,1932.239990234375,93.88009115121287
2015-09-25,1931.3399658203125,93.83636243508157
2015-09-28,1881.77001953125,91.42794986754464
2015-09-29,1884.0899658203125,91.54066711290952
2015-09-30,1920.030029296875,93.28685622617324
2015-10-01,1923.8199462890625,93.47099368036129
2015-10-02,1951.3599853515625,94.80905799460926
2015-10-05,1987.050048828125,96.54310057177685
2015-10-06,1979.9200439453125,96.19668112507766
2015-10-07,1995.8299560546875,96.96968241196994
2015-10-08,2013.4300537109373,97.82480329787944
2015-10-09,2014.8900146484373,97.89573717078468
2015-10-12,2017.4599609375,98.02060095224573
2015-10-13,2003.68994140625,97.35156879512175
2015-10-14,1994.239990234375,96.89243210305767
2015-10-15,2023.8599853515625,98.3315534624923
2015-10-16,2033.1099853515625,98.78097529804978
2015-10-19,2033.6600341796875,98.80770004983164
2015-10-20,2030.77001953125,98.66728538084907
2015-10-21,2018.93994140625,98.0925074969868
2015-10-22,2052.510009765625,99.72354768529607
2015-10-23,2075.14990234375,100.82353277494853
2015-10-26,2071.179931640625,100.63064720516388
2015-10-27,2065.889892578125,100.37362460347312
2015-10-28,2090.35009765625,101.56205165907568
2015-10-29,2089.409912109375,101.5163716683469
2015-10-30,2079.360107421875,101.02809040676306
2015-11-02,2104.050048828125,102.22767946477427
2015-11-03,2109.7900390625,102.50656345906776
2015-11-04,2102.31005859375,102.14314004801915
2015-11-05,2099.929931640625,102.02749885622096
2015-11-06,2099.199951171875,101.99203191976834
2015-11-09,2078.580078125,100.99019179072089
2015-11-10,2081.719970703125,101.14274706487376
2015-11-11,2075.0,100.8162495980315
2015-11-12,2045.969970703125,99.40579240312455
2015-11-13,2023.0400390625,98.29171543370428
2015-11-16,2053.18994140625,99.75658294215913
2015-11-17,2050.43994140625,99.62297104510148
2015-11-18,2083.580078125,101.23312251264385
2015-11-19,2081.239990234375,101.11942666451729
2015-11-20,2089.169921875,101.50471146816867
2015-11-23,2086.590087890625,101.37936728171553
2015-11-24,2089.139892578125,101.50325246041491
2015-11-25,2088.8701171875,101.49014511433461
2015-11-27,2090.110107421875,101.55039145889744
2015-11-30,2080.409912109375,101.07909636888554
2015-12-01,2102.6298828125,102.15867907368903
2015-12-02,2079.510009765625,101.03537358368008
2015-12-03,2049.6201171875,99.58313894723932
2015-12-04,2091.68994140625,101.62714950096597
2015-12-07,2077.070068359375,100.91682623822607
2015-12-08,2063.590087890625,100.26188596086989
2015-12-09,2047.6199951171875,99.4859607275443
2015-12-10,2052.22998046875,99.70994214144618
2015-12-11,2012.3699951171875,97.77329913798738
2015-12-14,2021.93994140625,98.23826593014059
2015-12-15,2043.4100341796875,99.28141495758143
2015-12-16,2073.070068359375,100.72248166068769
2015-12-17,2041.8900146484373,99.2075630691687
2015-12-18,2005.550048828125,97.44194424289182
2015-12-21,2021.1500244140625,98.19988690910631
